Sentence,Protein,UniProtId,Phenotype,HPOId,type,Label
"Regulation of VEGF-C and PROT in prostate PHENO metastasis was studied using orthotopic PC-3 prostate tumors, which naturally express VEGF-C.",VEGFR3,P35916,cancer,HP:0002664,ft,Bad-CoM
"Cox proportional regression model (SAS 9.1.3) was used to assess the association of interest, as well to adjust the potential confounders of age, PHENO marker (CEA, CA 15.3), ER and PROT status, and visceral metastasis.",HER2,P04626,tumor,HP:0002664,ft,Bad-CoM
"PROT, the protein product of the HRPT2 PHENO suppressor gene, has been reported to be downregulated in a variety of tumors [17,25], and a role has been assigned to it in the Wnt signaling pathway [26].",Parafibromin,Q6P1J9,tumor,HP:0002664,ft,Good-CoM
"Death receptor signaling (3.87E-19), PROT signaling, induction of apoptosis by HIV1, apoptosis signaling and molecular mechanisms of PHENO came out to be the top four most significant pathways.",TNFR1,P19438,cancer,HP:0002664,ft,Good-CoM
We have previously demonstrated that PROT is hypermethylated in PHENO tissues and that CST6 promoter methylation provides important prognostic information in patients with operable breast cancer [26].,CST6,P04080,breast cancer,HP:0003002,ft,Good-CoM
"Clinically, high PROT levels in metastatic PHENO were found to be associated with faster disease recurrence.",MIF,P03971,melanoma,HP:0002861,ft,Good-CoM
"Kaplan Meier curves showing PHENO-specific survival (BCSS) in relation to high (solid line) and low (dotted line) expression of Ki67 (a), MCM2 (c) and PROT (e).",Geminin,O75496,breast cancer,HP:0003002,ft,Bad-CoM
We observed high levels of osteoprotegerin (PROT) secretion from the primary inflammatory ductal carcinoma SUM149PT cells and highly invasive ductal PHENO SUM1315MO2 cells when compared to primary human mammary epithelial cells (HMEC).,OPG,O00300,breast carcinoma,HP:0003002,ft,Good-CoM
"It may be speculated that patients with atrial fibrillation more often have an impaired LV GLS since atrial fibrillation is associated with increased plasma concentrations of NP s [27], but why PROT s are increased in atrial fibrillation is unknown, and exclusion of some patients with PHENO will probably not result in selection bias.",NP,P00491,atrial fibrillation,HP:0005110,ft,Good-CoM
"The major biomarker for prostate PHENO diagnosis is prostate specific antigen (PSA), however, the sensitivity and specificity of the PROT assay is limited [2].",PSA,Q9Y617,cancer,HP:0002664,ft,Good-CoM
"Compared with untargeted HER2/neu DNA vaccines, vaccination with scFvNLDC-145-PROT/neu markedly promoted the HER2/neu-specific cellular and humoral immune responses with long-lasting immune memory, resulting in effective protection against challenge of HER2/neu-positive D2F2/E2 breast PHENO while ineffective in parental HER2/neu-negative D2F2 breast tumor.",HER2,P04626,tumor,HP:0002664,ft,Good-CoM
"Regarding the data of age at onset of the Thai SCA6 patients together with a high frequency of prominent PHENO, nystagmus and saccadic abnormalities, it is difficult to clinically distinguish SCA6 from MJD, PROT and SCA2.",SCA1,P54253,pyramidal signs,HP:0007256,ft,Bad-CoM
"Although PHENO was less frequent in the Thai SCA2 patients compared to other ethnic groups, and frequencies of polyneuropathy were not much different between PROT and MJD.",SCA2,Q99700,polyneuropathy,HP:0001271,ft,Bad-CoM
"In one study, eight patients with stage III or IV breast or ovarian PHENO were immunized with HER2/neu peptides corresponding to the extracellular domain of the protein (HER2 42 56, HER2 98 114 and HER2 328 345), or with peptides corresponding to the intracellular domain of the protein (HER2 776 790, HER2 927 941 and PROT 1166 1180).",HER2,P04626,cancer,HP:0002664,ft,Bad-CoM
"These cells, as well as breast PHENO tissue, express all the necessary enzymes for the synthesis of oestradiol (CYP17, CYP11a, PROT and HSD), as well as enzymes of its further metabolism such as EST and oestrogen sulfotransferase.",CYP19,P11511,cancer,HP:0002664,ft,Good-CoM
"PROT, a protein secreted primarily from adipose tissue [13-16], also has been implicated as a mammary PHENO (MT) growth factor.",Leptin,P41159,tumor,HP:0002664,ft,Good-CoM
PROT (EGFR) was reported to be over-expressed in aggressive female PHENO [10-13] and is currently being evaluated in clinical trials as a potential therapeutic target [14-16].,Epidermal growth factor receptor,P00533,breast cancer,HP:0003002,ft,Good-CoM
"In the report by Schimdt and colleagues [1] the gene-gene interaction between the cell cycle checkpoint control gene P53 and its negative regulator MDM2 has been examined in a large group of women diagnosed with breast PHENO to determine whether two single nucleotide polymorphisms (SNPs), R72P in PROT (rs1042522) and MDM2-309 (rs2279744), could be associated with disease outcome.",P53,P04637,cancer,HP:0002664,ft,Bad-CoM
"However, tumor-derived matrix metallo-proteinase (MMP)-7 and membrane type 1 matrix metallo-proteinase (MT1-MMP) both function as sheddases that release RANKL confined on the osteoblast surface, and the resulting soluble form of PROT can stimulate the migration of RANK-expressing PHENO cells in a manner that is inhibited by OPG [5,8,9].",RANKL,O14788,breast cancer,HP:0003002,ft,Good-CoM
"This test is based on the detection of three tumor-associated transcripts (PROT, MUC-1, and HER2) by reverse transcription-polymerase chain reaction (RT-PCR) after immunomagnetic enrichment of PHENO cells [7,8].",GA733-2,P16422,tumor,HP:0002664,ft,Bad-CoM
"There also was no PROT reduction observed in PHENO with HER2 overexpression in patients undergoing trastuzumab treatment [17,18].",HER2,P04626,breast tumor,HP:0100013,ft,Good-CoM
"On the other hand, PROT-R expression may give metastatic PHENO cells a selective advantage that allows them to colonise and expand in secondary sites by permitting autocrine PTHRP signalling.",PTHRP,P12272,breast cancer,HP:0003002,ft,Good-CoM
"The identification of signaling crosstalk between cancer cell subpopulations within breast PHENO subtypes remains a challenge, yet certain pathways have been identified, including PR/PROT, Wnt, Notch, and TGF- .",RANKL,O14788,cancer,HP:0002664,ft,Good-CoM
"Since CYP19 is also involved in the biosynthesis of oestrogen, the PROT genotype and alcohol consumption may synergistically increase breast PHENO risk by affecting both synthesis and metabolism of oestrogen.",CYP19,P11511,cancer,HP:0002664,ft,Good-CoM
"To test the hypothesis that inhibition of the EGFR/PROT signalling pathway affects the antitumour effect of endocrine therapy, gefitinib and fulvestrant were administered to human PHENO cells.",HER1,P00533,breast cancer,HP:0003002,ft,Bad-CoM
"Recently, we have shown that FADD phosphorylation at Ser194 can be induced by paclitaxel, with impact on functions both upstream and downstream of the PROT/MKK7/JNK1 pathway, closely associated with sensitisation to chemotherapy in prostate PHENO cells (Shimada et al, 2002, 2004).",MEKK1,Q13233,cancer,HP:0002664,ft,Bad-CoM
"We immunohistochemically examined tumour budding at the deepest invasive margin of 56 surgically resected submucosal colorectal carcinomas using anticytokeratin antibody CAM5.2, furthermore checked by PROT/AE3, and determined the relation between PHENO budding and clinicopathological factors.",AE1,P02730,tumour,HP:0002664,ft,Bad-CoM
"Using ovarian cancer cell models, we showed that overexpressed FOXG1 could suppress the TGF- /Smad pathway-induced p21WAF1/PROT expression and enhanced cell proliferation in ovarian PHENO cells.",CIP1,P38936,cancer,HP:0002664,ft,Good-CoM
"Further, RELN (PROT) pathway signalling via the very low-density lipoprotein (VLDL) receptor, to which ApoC-II is known to bind, influences cell motility in PHENO (Sato et al, 2006).",Reelin,P78509,pancreatic cancer,HP:0002894,ft,Good-CoM
"By contrast, the absence of PROT in the host stroma fully accounted for the reduced PHENO growth rate observed in the MIF /  mice.",MIF,P03971,tumour,HP:0002664,ft,Good-CoM
"A recent study demonstrated that macrophage migration inhibitory factor (PROT) was a direct target of miR-451a in nasopharyngeal carcinoma and that MIF controlled PHENO cell growth and invasion (Liu et al, 2013).",MIF,P03971,cancer,HP:0002664,ft,Good-CoM
"Another study investigating the outcome of patients with PROT-positive de novo metastatic PHENO did not demonstrate a difference in outcome compared with patients with HER2-positive recurrent metastatic breast cancer (Rossi et al, 2014).",HER2,P04626,breast cancer,HP:0003002,ft,Bad-CoM
PROT was seen in a higher proportion of mononuclear cells of patients with PHENO [23].,CCN2,P29279,acute lymphoblastic leukemia,HP:0006721,ft,Good-CoM
"It is essential to note that based on our recent data, both AID full-length and PROT- ex4 mRNAs can be detected in chronically inflamed tissues such as PHENO and in some normal non-lymphatic tissues as well [21].",AID,Q9GZX7,nasal polyps,HP:0100582,ft,Good-CoM
"Although HIF-2  plays an important role in regulating the level of PROT, renal PHENO cells containing this protein are both sensitive and resistant to TRAIL-induced apoptosis, suggesting that sensitivity to TRAIL is controlled by a complex set of proteins other than the receptor.",DR5,O14763,cancer,HP:0002664,ft,Good-CoM
"PROT, terminal deoxynucleotidyl transferase (TdT), and cell surface markers in childhood acute PHENO.",Adenosine deaminase,P00813,leukemia,HP:0001909,abs,Bad-CoM
"A recent study of four-month duration, utilizing combined endurance/resistance training demonstrated reduced TNF-alpha receptor levels (TNFR1 and PROT) and a significant (7.5%) increase in peak VO2  in patients with ischemic PHENO, although changes in IL-6 and TNF-alpha were not apparent [16].",TNFR2,P20333,cardiomyopathy,HP:0001638,ft,Good-CoM
"For example, PROT (wisp3) was identified as a marker for inflammatory breast PHENO [36] and recent studies indicated that expression of ccn6 RNA was considerably increased in Rheumatoid arthritis (RA) and to lesser extent in osteoarthritis (OA) [37].",CCN6,O95389,cancer,HP:0002664,ft,Good-CoM
"The analysis of acute PHENO HL60 cells, which contain undetectable levels of phosphorylated PERK and eIF2 , indicated that oncogenic transformation of hematopoietic cells may not always be associated with an upregulation of the PROT-eIF2  phosphorylation arm.",PERK,Q9NZJ5,leukemia,HP:0001909,ft,Good-CoM
"In these conditions, a native complex containing PROT and CLU is detectable in PHENO cells using reciprocal antibodies demonstrating that their interaction is genuine (Figure 4b).",HSP60,P10809,neuroblastoma,HP:0003006,ft,Good-CoM
"Our investigation further showed that PROT-deficient cancer cells exhibited an increased cell traction force, one of the earliest cellular response during EMT.30, 31 This cellular response was associated with an increase in surface integrin  5 1, a well-known mesenchymal marker in PHENO.32 We found increased active integrin and active Rac1 interactions in TAK1-deficient cancer cells.",TAK1,O43318,cancer,HP:0002664,ft,Good-CoM
PROT reflects disease activity in SLE patients with PHENO [16].,Serum albumin,P02768,nephritis,HP:0000123,ft,Good-CoM
"Comparing data from the two groups (sepsis, no PHENO), no statistically significant difference was determined regarding age, PROT, free PSA, prostate volume and FBG.",PSA,Q9Y617,sepsis,HP:0100806,ft,Bad-CoM
"Pathological image [Figure 1f] and immunohistochemical staining results showed strongly positive signals for PROT and leukocyte common antigen, weakly positive signals for CD3 and vimentin and negative signals for glial fibrillary acidic protein, isocitrate dehydrogenase-1, CD34 and cytokeratin pan, and high Ki-67 (>80%) revealed a diffuse large B-cell non-Hodgkin PHENO.",CD20,P11836,lymphoma,HP:0002665,ft,Good-CoM
"In the present study, among ten patients with metastatic breast PHENO, it was possible to analyze ER expression in eight patients and PgR and PROT expression in four.",HER2,P04626,cancer,HP:0002664,ft,Bad-CoM
PHENO seems to be induced by wear debris modulating the expression of PROT- B/RANL and osteoprotegerin (Gehrke et al.,RANK,Q9Y6Q6,Osteolysis,HP:0002797,ft,Good-CoM
"Biguanide and bisguanidine polyamine analogues have also been described as PROT inhibitors and result in reexpression of aberrantly silenced tumor suppressor genes in a human PHENO cell line [53, 54].",LSD1,O60341,colon cancer,HP:0003003,ft,Good-CoM
"Therefore the elucidation of the PROT and its related epigenetic regulation in lung cancer is of great importance, which may expedite the overcome of lung PHENO.",DNMT,P26358,cancer,HP:0002664,ft,Bad-CoM
"Currently used molecular diagnostics based on DNA analysis can identify 9 neurodegenerative diseases, namely spinal cerebellar PHENO inherited in an autosomal dominant manner, dentate-rubro-pallido-luysian atrophy (DRPLA), Friedreich s disease, ataxia with oculomotorapraxia induced mutation of aprataxin gene (APTX), HD, dystonia type 1 (PROT), Wilson s disease (WD), and some cases of PD caused by gene mutations [1-3].",DYT1,O14656,ataxia,HP:0001251,ft,Good-CoM
PROT (AR) is a highly sensitive marker of SC that is useful for differentiating SC from SCC or PHENO.,Androgen receptor,P10275,melanoma,HP:0002861,ft,Bad-CoM
"Our observation that PROT and HSL mRNA are lower in IR muscle is in line with reports of lower expression of these lipases in PHENO and/or insulin resistance (44,45).",ATGL,Q96AD5,obesity,HP:0001513,ft,Good-CoM
Determination of the expression of PROT was used to evaluate the role of glucose transporters during PHENO.,GLUT1,P11166,hyperglycemia,HP:0003074,ft,Bad-CoM
"The frequency of PROT-1 immunoreactivity in tissue sections was evaluated as negative (0) when no positive cells were observed within the tumor, weak (1) when < 30% of the PHENO cells were positive, moderate (2) when 30% to 60% of the tumor cells were positive, and strong (3) when >60% of tumor cells were positive.",NRP,Q96CV9,tumor,HP:0002664,ft,Bad-CoM
